data_referencia,ra,fase,turma,nome,ano_nasc,idade_22,gênero,ano_ingresso,instituição_de_ensino,pedra_20,pedra_21,pedra_22,inde_22,cg,cf,ct,nº_av,avaliador1,rec_av1,avaliador2,rec_av2,avaliador3,rec_av3,avaliador4,rec_av4,iaa,ieg,ips,rec_psicologia,ida,matem,portug,inglês,indicado,atingiu_pv,ipv,ian,fase_ideal,defasagem,destaque_ieg,destaque_ida,destaque_ipv,ano_referencia,inde_2023,pedra_2023,nome_anonimizado,data_de_nasc,idade,pedra_23,inde_23,ipp,mat,por,ing,fase_ideal,destaque_ipv_1,inde_2024,pedra_2024,avaliador5,avaliador6,escola,ativo/inativo,ativo/inativo_1
2023-01-01,RA-7,FASE 8,8E,,,,Masculino,2017,Privada *Parcerias com Bolsa 100%,Ametista,Ametista,Ágata,6.818,,,,,,,,,,,,,,,,,,,,,,,,10.0,,0,,,,2023,,,Aluno-7,2004-11-09 00:00:00,1900-01-19 00:00:00,,,,,,,Fase 8 (Universitários),,,,,,,,
2023-01-01,RA-70,FASE 5,5C,,,,Feminino,2017,Pública,Ágata,Quartzo,Quartzo,5.712,,,,4.0,Avaliador-32,,Avaliador-5,,Avaliador-23,,Avaliador-8,,9.2,9.2,5.0,,4.3,,,,,,7.545,5.0,,-2,,,,2023,6.869133333,Agata,Aluno-70,8/20/2006,17,,,7.5,3.0,3.5,6.3,Fase 7 (3° EM),,,,,,,,
2023-01-01,RA-700,ALFA,ALFA J - G2/G3,,,,Feminino,2022,Pública,,,Ametista,7.738,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,9.5,9.7,7.52,,7.8,,,,,,9.84,5.0,,-1,,,,2023,8.2852,Topázio,Aluno-700,10/29/2013,9,,,6.25,7.5,8.0,,Fase 1 (3° e 4° ano),,,,,,,,
2023-01-01,RA-701,ALFA,ALFA J - G2/G3,,,,Masculino,2021,Pública,,Ametista,Ametista,7.755,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,9.5,9.9,3.77,,7.2,,,,,,7.68,5.0,,-2,,,,2023,7.3982,Ametista,Aluno-701,2012-10-09 00:00:00,1900-01-11 00:00:00,,,6.25,7.3,7.0,,Fase 2 (5° e 6° ano),,,,,,,,
2023-01-01,RA-684,ALFA,ALFA D - G2/G3,,,,Masculino,2022,Privada,,,Topázio,8.26,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,9.0,8.1,7.52,,6.5,,,,,,5.84,10.0,,0,,,,2023,7.4277,Ametista,Aluno-684,1/15/2015,8,,,6.875,8.3,4.7,,ALFA (1° e 2° ano),,,,,,,,
2023-01-01,RA-59,FASE 6,6A,,,,Masculino,2022,Privada - Programa de Apadrinhamento,,,Ametista,7.642,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,7.5,9.6,5.63,,7.2,,,,,,8.4225,5.0,,-2,,,,2023,7.692291667,Ametista,Aluno-59,2005-11-10 00:00:00,1900-01-18 00:00:00,,,8.28125,7.7,6.8,7.2,Fase 8 (Universitários),,,,,,,,
2023-01-01,RA-456,FASE 2,2P,,,,Feminino,2022,Pública,,,Ametista,7.193,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,0.0,8.3,4.39,,9.9,,,,,,9.953333333,5.0,,-1,,,,2023,7.518,Ametista,Aluno-456,11/20/2010,12,,,9.583333333,9.7,10.0,,Fase 3 (7° e 8° ano),,,,,,,,
2023-01-01,RA-587,FASE 1,1L,,,,Masculino,2022,Pública,,,Ágata,6.632,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-2,,,,8.5,7.0,7.52,,2.7,,,,,,6.72,5.0,,-1,,,,2023,6.032033333,Agata,Aluno-587,2012-04-04 00:00:00,1900-01-11 00:00:00,,,6.458333333,2.2,3.2,,Fase 2 (5° e 6° ano),,,,,,,,
2023-01-01,RA-469,FASE 2,2L,,,,Feminino,2022,Pública,,,Ametista,7.624,,,,3.0,Avaliador-32,,Avaliador-5,,Avaliador-2,,,,7.5,9.3,2.52,,7.8,,,,,,8.843333333,5.0,,-1,,,,2023,7.482533333,Ametista,Aluno-469,2011-07-10 00:00:00,1900-01-12 00:00:00,,,7.916666667,6.8,8.8,,Fase 3 (7° e 8° ano),,,,,,,,
2023-01-01,RA-470,FASE 3,3K,,,,Feminino,2019,Pública,Ametista,Ametista,Ametista,7.378,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,8.8,9.2,5.0,,4.9,,,,,,7.71,5.0,,-1,,,,2023,6.993766667,Agata,Aluno-470,8/19/2009,14,,,7.5,6.0,4.3,4.5,Fase 4 (9° ano),,,,,,,,
2023-01-01,RA-471,FASE 3,3L,,,,Feminino,2020,Pública,Ágata,Ágata,Ágata,6.535,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,0.0,9.0,6.27,,5.0,,,,,,8.125,10.0,,0,,,,2023,6.855541667,Agata,Aluno-471,2009-07-12 00:00:00,1900-01-13 00:00:00,,,7.96875,6.3,4.0,4.8,Fase 3 (7° e 8° ano),,,,,,,,
2023-01-01,RA-472,FASE 2,2L,,,,Feminino,2022,Pública,,,Quartzo,5.93,,,,3.0,Avaliador-32,,Avaliador-5,,Avaliador-2,,,,5.1,7.1,7.52,,5.5,,,,,,8.223333333,5.0,,-1,,,,2023,6.6858,Agata,Aluno-472,2010-08-09 00:00:00,1900-01-13 00:00:00,,,7.708333333,3.7,7.2,,Fase 3 (7° e 8° ano),,,,,,,,
2023-01-01,RA-474,FASE 3,3K,,,,Masculino,2019,Pública,Ametista,Ametista,Ágata,6.446,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,0.0,7.8,5.0,,3.3,,,,,,6.7575,5.0,,-1,,,,2023,5.283583333,Quartzo,Aluno-474,8/19/2009,14,,,7.1875,4.8,3.8,1.2,Fase 4 (9° ano),,,,,,,,
2023-01-01,RA-476,FASE 3,3K,,,,Feminino,2019,Pública,Ágata,Ametista,Ágata,6.931,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,7.9,7.0,2.52,,4.1,,,,,,7.505,10.0,,0,,,,2023,6.492408333,Agata,Aluno-476,7/23/2010,13,,,7.34375,5.0,4.5,2.7,Fase 3 (7° e 8° ano),,,,,,,,
2023-01-01,RA-478,FASE 3,3K,,,,Feminino,2019,Pública,Ametista,Ametista,Ágata,6.709,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,6.7,7.3,2.52,,4.4,,,,,,7.2975,10.0,,0,,,,2023,6.443616667,Agata,Aluno-478,11/26/2010,12,,,7.1875,4.3,4.7,4.3,Fase 3 (7° e 8° ano),,,,,,,,
2023-01-01,RA-479,FASE 2,2A,,,,Masculino,2020,Privada - Programa de Apadrinhamento,Topázio,Topázio,Topázio,8.465,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,9.0,10.0,2.52,,9.7,,,,,,9.6375,10.0,,0,,,,2023,8.988866667,Topázio,Aluno-479,2012-10-08 00:00:00,1900-01-11 00:00:00,,,9.791666667,9.3,10.0,,Fase 2 (5° e 6° ano),,,,,,,,
2023-01-01,RA-48,FASE 6,6A,,,,Feminino,2017,Privada - Programa de Apadrinhamento,Ametista,Ametista,Ametista,8.006,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,6.7,8.4,6.26,,7.7,,,,,,7.6275,10.0,,0,,,,2023,7.797058333,Ametista,Aluno-48,5/21/2007,16,,,7.65625,8.3,5.7,9.0,Fase 6 (2° EM),,,,,,,,
2023-01-01,RA-480,FASE 1,1B,,,,Feminino,2021,Pública,,Ametista,Ametista,7.502,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,10.0,9.7,7.52,,7.9,,,,,,8.336666667,5.0,,-1,,,,2023,8.226408333,Topázio,Aluno-480,10/20/2012,11,,,7.96875,7.2,8.5,,Fase 2 (5° e 6° ano),,,,,,,,
2023-01-01,RA-483,FASE 1,1H,,,,Feminino,2019,Pública,Ametista,Ágata,Quartzo,5.263,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,9.0,6.0,2.52,,5.6,,,,,,8.166666667,5.0,,-2,,,,2023,6.3972,Agata,Aluno-483,9/30/2011,12,,,7.916666667,5.0,6.2,,Fase 3 (7° e 8° ano),,,,,,,,
2023-01-01,RA-484,FASE 2,2B,,,,Masculino,2022,Pública,,,Ágata,6.71,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,6.4,7.5,2.52,,3.6,,,,,,6.8,5.0,,-1,,,,2023,5.515466667,Quartzo,Aluno-484,7/13/2011,12,,,5.416666667,3.2,4.0,,Fase 3 (7° e 8° ano),,,,,,,,
2023-01-01,RA-486,FASE 2,2A,,,,Feminino,2020,Privada,Topázio,Topázio,Ametista,7.621,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,8.4,6.4,2.52,,6.2,,,,,,8.7525,10.0,,0,,,,2023,7.1043,Ametista,Aluno-486,1/31/2012,11,,,7.5,3.3,9.0,,Fase 2 (5° e 6° ano),,,,,,,,
2023-01-01,RA-487,FASE 2,2A,,,,Feminino,2019,Privada - Programa de Apadrinhamento,Topázio,Topázio,Topázio,8.417,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,8.5,9.9,5.0,,9.5,,,,,,9.26,10.0,,0,,,,2023,8.988866667,Topázio,Aluno-487,1/13/2012,11,,,9.166666667,9.2,9.7,,Fase 2 (5° e 6° ano),,,,,,,,
2023-01-01,RA-49,FASE 8,8E,,,,Feminino,2022,Privada *Parcerias com Bolsa 100%,,,Ágata,6.304,,,,,,,,,,,,,,,,,,,,,,,,10.0,,0,,,,2023,,,Aluno-49,6/21/2005,18,,,,,,,Fase 8 (Universitários),,,,,,,,
2023-01-01,RA-490,FASE 2,2A,,,,Feminino,2022,Privada,,,Ametista,7.576,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,7.9,7.9,2.52,,5.8,,,,,,9.0075,10.0,,0,,,,2023,7.429466667,Ametista,Aluno-490,2012-08-04 00:00:00,1900-01-11 00:00:00,,,8.541666667,2.8,8.7,,Fase 2 (5° e 6° ano),,,,,,,,
2023-01-01,RA-491,FASE 2,2A,,,,Masculino,2022,Pública,,,Ametista,7.461,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,9.5,9.6,2.52,,5.0,,,,,,8.3375,10.0,,0,,,,2023,7.560533333,Ametista,Aluno-491,2011-05-12 00:00:00,1900-01-11 00:00:00,,,7.708333333,3.3,6.7,,Fase 2 (5° e 6° ano),,,,,,,,
2023-01-01,RA-493,FASE 2,2A,,,,Feminino,2020,Pública,Topázio,Topázio,Topázio,8.306,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,9.5,9.6,2.52,,6.0,,,,,,8.84,10.0,,0,,,,2023,7.934366667,Ametista,Aluno-493,4/19/2013,10,,,8.541666667,4.7,7.2,,Fase 2 (5° e 6° ano),,,,,,,,
2023-01-01,RA-494,FASE 2,2A,,,,Feminino,2022,Privada,,,Ágata,6.407,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,6.9,9.0,2.52,,6.8,,,,,,8.71,5.0,,-1,,,,2023,7.116633333,Ametista,Aluno-494,4/20/2011,12,,,7.708333333,6.3,7.3,,Fase 3 (7° e 8° ano),,,,,,,,
2023-01-01,RA-495,FASE 2,2B,,,,Masculino,2022,Privada,,,Ametista,7.857,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,9.0,8.4,2.52,,7.4,,,,,,8.755,5.0,,-1,,,,2023,7.417366667,Ametista,Aluno-495,2011-03-09 00:00:00,1900-01-12 00:00:00,,,8.541666667,6.0,8.8,,Fase 3 (7° e 8° ano),,,,,,,,
2023-01-01,RA-496,FASE 2,2A,,,,Masculino,2018,Privada,Quartzo,Quartzo,Ágata,6.683,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,0.0,7.1,5.0,,8.3,,,,,,8.71,5.0,,-1,,,,2023,6.603666667,Agata,Aluno-496,2011-02-04 00:00:00,1900-01-12 00:00:00,,,7.916666667,7.5,9.0,,Fase 3 (7° e 8° ano),,,,,,,,
2023-01-01,RA-497,FASE 2,2A,,,,Feminino,2016,Privada - Programa de apadrinhamento,Quartzo,Quartzo,Ágata,6.323,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,5.3,8.7,2.52,,3.5,,,,,,6.885,5.0,,-2,,,,2023,5.7191,Quartzo,Aluno-497,2009-01-07 00:00:00,1900-01-14 00:00:00,,,6.25,1.7,5.3,,Fase 4 (9° ano),,,,,,,,
2023-01-01,RA-499,FASE 2,2C,,,,Masculino,2020,Pública,Ágata,Ametista,Ametista,7.826,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,7.9,10.0,2.52,,6.6,,,,,,8.2975,10.0,,0,,,,2023,7.8883,Ametista,Aluno-499,7/24/2012,11,,,8.75,5.3,7.8,,Fase 2 (5° e 6° ano),,,,,,,,
2023-01-01,RA-5,FASE 8,8E,,,,Feminino,2016,Privada *Parcerias com Bolsa 100%,Ametista,Ametista,Ametista,7.427,,,,,,,,,,,,,,,,,,,,,,,,10.0,,0,,,,2023,,,Aluno-5,2005-12-01 00:00:00,1900-01-18 00:00:00,,,,,,,Fase 8 (Universitários),,,,,,,,
2023-01-01,RA-500,FASE 2,2C,,,,Feminino,2020,Pública,Topázio,Topázio,Topázio,8.232,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,9.5,10.0,2.52,,7.9,,,,,,8.7975,10.0,,0,,,,2023,8.427533333,Topázio,Aluno-500,6/29/2012,11,,,8.958333333,8.5,7.2,,Fase 2 (5° e 6° ano),,,,,,,,
2023-01-01,RA-501,FASE 1,1C,,,,Masculino,2021,Pública,,Topázio,Ametista,7.794,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-3,,,,7.0,8.4,7.52,,8.9,,,,,,9.396666667,5.0,,-1,,,,2023,8.1357,Topázio,Aluno-501,10/20/2013,10,,,8.541666667,9.2,8.5,,Fase 2 (5° e 6° ano),,,,,,,,
2023-01-01,RA-502,FASE 1,1B,,,,Feminino,2021,Privada - Programa de Apadrinhamento,,Topázio,Topázio,8.287,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,8.5,9.8,7.52,,8.0,,,,,,8.95,10.0,,0,,,,2023,8.749075,Topázio,Aluno-502,5/24/2014,9,,,7.96875,6.7,9.3,,Fase 1 (3° e 4° ano),,,,,,,,
2023-01-01,RA-468,FASE 3,3K,,,,Masculino,2022,Pública,,,Ágata,6.313,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,8.3,6.0,6.27,,3.4,,,,,,6.715,5.0,,-1,,,,2023,5.911108333,Quartzo,Aluno-468,2009-02-05 00:00:00,1900-01-14 00:00:00,,,7.34375,4.8,3.0,2.3,Fase 4 (9° ano),,,,,,,,
2023-01-01,RA-467,FASE 3,3K,,,,Feminino,2022,Pública,,,Ágata,6.38,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,6.3,9.2,3.14,,5.2,,,,,,7.5425,5.0,,-1,,,,2023,6.552916667,Agata,Aluno-467,2009-09-06 00:00:00,1900-01-14 00:00:00,,,7.1875,6.0,6.0,3.7,Fase 4 (9° ano),,,,,,,,
2023-01-01,RA-466,FASE 2,2L,,,,Masculino,2022,Pública,,,Ágata,6.826,,,,3.0,Avaliador-32,,Avaliador-5,,Avaliador-2,,,,9.5,7.6,6.89,,4.5,,,,,,7.056666667,5.0,,-2,,,,2023,6.595533333,Agata,Aluno-466,10/22/2009,14,,,6.25,2.5,6.5,,Fase 4 (9° ano),,,,,,,,
2023-01-01,RA-465,FASE 3,3K,,,,Masculino,2019,Pública,Topázio,Ametista,Ametista,8.012,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,7.5,9.4,2.52,,8.5,,,,,,8.17,10.0,,0,,,,2023,8.012875,Topázio,Aluno-465,2011-07-06 00:00:00,1900-01-12 00:00:00,,,7.96875,8.3,8.2,9.0,Fase 3 (7° e 8° ano),,,,,,,,
2023-01-01,RA-43,FASE 6,6A,,,,Feminino,2019,Pública,Ametista,Ágata,Quartzo,5.486,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,7.9,6.7,5.63,,5.0,,,,,,7.5875,5.0,,-1,,,,2023,6.4622,Agata,Aluno-43,6/27/2006,17,,,7.5,4.0,5.0,6.0,Fase 7 (3° EM),,,,,,,,
2023-01-01,RA-739,ALFA,ALFA G - G2/G3,,,,Masculino,2022,Pública,,,Ágata,6.82,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,9.0,8.3,7.52,,7.6,,,,,,8.25,5.0,,-1,,,,2023,7.5972,Ametista,Aluno-739,1/31/2014,9,,,6.25,7.3,7.8,,Fase 1 (3° e 4° ano),,,,,,,,
2023-01-01,RA-430,FASE 3,3M,,,,Masculino,2022,Pública,,,Ametista,7.585,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,9.2,9.3,2.52,,6.4,,,,,,7.75,5.0,,-1,,,,2023,7.146716667,Ametista,Aluno-430,5/14/2009,14,,,7.8125,7.3,5.5,6.5,Fase 4 (9° ano),,,,,,,,
2023-01-01,RA-432,FASE 3,3M,,,,Feminino,2019,Pública,Quartzo,Quartzo,Ágata,6.34,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,8.8,9.0,2.52,,5.2,,,,,,8.0425,5.0,,-2,,,,2023,6.850183333,Agata,Aluno-432,2008-05-08 00:00:00,1900-01-15 00:00:00,,,7.8125,5.0,6.3,4.2,Fase 5 (1° EM),,,,,,,,
2023-01-01,RA-433,FASE 2,2M,,,,Masculino,2022,Pública,,,Quartzo,5.557,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,8.5,7.2,7.52,,4.8,,,,,,7.613333333,5.0,,-1,,,,2023,6.5982,Agata,Aluno-433,2010-10-10 00:00:00,1900-01-13 00:00:00,,,5.833333333,1.8,7.7,,Fase 3 (7° e 8° ano),,,,,,,,
2023-01-01,RA-434,FASE 2,2M,,,,Masculino,2022,Pública,,,Ametista,7.403,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,6.3,8.0,7.52,,6.6,,,,,,7.613333333,5.0,,-1,,,,2023,7.069766667,Ametista,Aluno-434,1/19/2011,12,,,7.5,5.2,8.0,,Fase 3 (7° e 8° ano),,,,,,,,
2023-01-01,RA-436,FASE 2,2M,,,,Masculino,2022,Pública,,,Ágata,6.687,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,7.5,4.7,2.52,,3.4,,,,,,7.613333333,5.0,,-1,,,,2023,5.322366667,Quartzo,Aluno-436,1/15/2011,12,,,6.875,3.7,3.0,,Fase 3 (7° e 8° ano),,,,,,,,
2023-01-01,RA-437,FASE 2,2M,,,,Masculino,2022,Pública,,,Ágata,6.875,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,8.0,8.4,7.52,,4.7,,,,,,7.78,5.0,,-2,,,,2023,6.947366667,Agata,Aluno-437,2009-02-10 00:00:00,1900-01-14 00:00:00,,,7.291666667,2.5,6.8,,Fase 4 (9° ano),,,,,,,,
2023-01-01,RA-438,FASE 2,2L,,,,Masculino,2022,Pública,,,Ametista,7.764,,,,3.0,Avaliador-32,,Avaliador-5,,Avaliador-2,,,,6.9,7.5,6.26,,5.4,,,,,,7.223333333,10.0,,0,,,,2023,6.9883,Agata,Aluno-438,2012-11-03 00:00:00,1900-01-11 00:00:00,,,6.458333333,3.5,7.3,,Fase 2 (5° e 6° ano),,,,,,,,
2023-01-01,RA-44,FASE 6,6A,,,,Feminino,2021,Pública,,Ametista,Quartzo,5.542,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,0.0,8.5,5.01,,6.9,,,,,,7.17,5.0,,-2,,,,2023,6.258333333,Agata,Aluno-44,2005-11-09 00:00:00,1900-01-18 00:00:00,,,7.5,7.3,5.8,7.5,Fase 8 (Universitários),,,,,,,,
2023-01-01,RA-440,FASE 3,3P,,,,Masculino,2022,Pública,,,Ametista,7.329,,,,4.0,Avaliador-32,,Avaliador-6,,Avaliador-34,,Avaliador-8,,0.0,8.2,7.52,,6.2,,,,,,7.835,10.0,,0,,,,2023,6.989208333,Agata,Aluno-440,3/16/2011,12,,,7.96875,7.3,7.0,4.2,Fase 3 (7° e 8° ano),,,,,,,,
2023-01-01,RA-442,FASE 3,3K,,,,Feminino,2022,Pública,,,Topázio,8.226,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,0.0,7.6,7.52,,5.8,,,,,,8.1275,10.0,,0,,,,2023,6.814166667,Agata,Aluno-442,2011-02-01 00:00:00,1900-01-12 00:00:00,,,7.5,6.7,6.5,4.3,Fase 3 (7° e 8° ano),,,,,,,,
2023-01-01,RA-443,FASE 3,3P,,,,Feminino,2019,Pública,Ametista,Ametista,Ametista,7.482,,,,4.0,Avaliador-32,,Avaliador-6,,Avaliador-34,,Avaliador-8,,7.1,7.5,2.52,,7.6,,,,,,8.125,5.0,,-1,,,,2023,6.895508333,Agata,Aluno-443,3/14/2009,14,,,7.96875,7.0,8.7,7.0,Fase 4 (9° ano),,,,,,,,
2023-01-01,RA-503,FASE 2,2C,,,,Masculino,2020,Pública,Topázio,Topázio,Ametista,7.95,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,9.5,10.0,2.52,,8.7,,,,,,8.255,10.0,,0,,,,2023,8.4682,Topázio,Aluno-503,2012-08-09 00:00:00,1900-01-11 00:00:00,,,8.75,8.7,8.7,,Fase 2 (5° e 6° ano),,,,,,,,
2023-01-01,RA-444,FASE 3,3P,,,,Masculino,2018,Pública,Ágata,Ametista,Ágata,6.665,,,,4.0,Avaliador-32,,Avaliador-6,,Avaliador-34,,Avaliador-8,,0.0,7.9,5.0,,4.7,,,,,,6.4575,10.0,,1,,,,2023,5.958791667,Quartzo,Aluno-444,12/15/2011,11,,,6.40625,4.7,5.8,3.7,Fase 2 (5° e 6° ano),,,,,,,,
2023-01-01,RA-449,FASE 3,3P,,,,Feminino,2022,Pública,,,Ágata,6.143,,,,4.0,Avaliador-32,,Avaliador-6,,Avaliador-34,,Avaliador-8,,7.1,7.2,7.52,,7.0,,,,,,6.8425,10.0,,0,,,,2023,7.396508333,Ametista,Aluno-449,12/18/2010,12,,,7.34375,5.5,7.7,7.7,Fase 3 (7° e 8° ano),,,,,,,,
2023-01-01,RA-45,FASE 6,6A,,,,Feminino,2019,Privada - Programa de Apadrinhamento,Ametista,Topázio,Ametista,7.591,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,7.1,9.6,6.26,,7.9,,,,,,8.1725,10.0,,0,,,,2023,8.303591667,Topázio,Aluno-45,2007-04-04 00:00:00,1900-01-16 00:00:00,,,8.28125,7.8,6.3,9.7,Fase 6 (2° EM),,,,,,,,
2023-01-01,RA-450,FASE 3,3K,,,,Masculino,2021,Pública,,Ágata,Ametista,7.843,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,9.6,8.4,2.52,,5.4,,,,,,7.9175,5.0,,-1,,,,2023,6.819625,Agata,Aluno-450,3/14/2009,14,,,7.65625,7.0,6.5,2.7,Fase 4 (9° ano),,,,,,,,
2023-01-01,RA-451,FASE 2,2P,,,,Feminino,2019,Pública,Ametista,Quartzo,Ágata,6.434,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,8.5,9.5,4.39,,8.9,,,,,,9.896666667,5.0,,-2,,,,2023,8.386033333,Topázio,Aluno-451,7/27/2009,14,,,9.375,7.8,10.0,,Fase 4 (9° ano),,,,,,,,
2023-01-01,RA-454,FASE 3,3P,,,,Masculino,2018,Pública,Quartzo,Ágata,Quartzo,5.561,,,,4.0,Avaliador-32,,Avaliador-6,,Avaliador-34,,Avaliador-8,,0.0,7.5,5.0,,2.6,,,,,,5.54,5.0,,-2,,,,2023,4.603416667,Quartzo,Aluno-454,9/18/2008,15,,,4.6875,4.2,1.2,2.5,Fase 5 (1° EM),,,,,,,,
2023-01-01,RA-457,FASE 3,3N,,,,Feminino,2022,Pública,,,Ametista,7.68,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-34,,Avaliador-8,,7.5,8.6,7.52,,8.1,,,,,,8.045,10.0,,0,,,,2023,8.256833333,Topázio,Aluno-457,7/23/2010,13,,,8.125,6.7,8.5,9.0,Fase 3 (7° e 8° ano),,,,,,,,
2023-01-01,RA-458,FASE 3,3P,,,,Masculino,2019,Pública,Ametista,Quartzo,Ágata,6.512,,,,4.0,Avaliador-32,,Avaliador-6,,Avaliador-34,,Avaliador-8,,9.6,6.9,7.52,,3.8,,,,,,6.2475,5.0,,-1,,,,2023,6.312083333,Agata,Aluno-458,2009-12-09 00:00:00,1900-01-14 00:00:00,,,7.1875,4.3,4.8,2.2,Fase 4 (9° ano),,,,,,,,
2023-01-01,RA-459,FASE 3,3N,,,,Masculino,2019,Pública,Ametista,Ametista,Ametista,7.28,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-34,,Avaliador-8,,6.7,9.3,7.52,,8.3,,,,,,7.88,10.0,,0,,,,2023,8.240016667,Topázio,Aluno-459,4/20/2010,13,,,7.1875,8.3,9.2,7.5,Fase 3 (7° e 8° ano),,,,,,,,
2023-01-01,RA-46,FASE 5,5A,,,,Feminino,2022,Pública,,,Ágata,6.048,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,7.1,7.4,2.52,,4.4,,,,,,6.6275,2.5,,-3,,,,2023,5.545383333,Quartzo,Aluno-46,4/16/2005,18,,,6.5625,2.8,3.0,7.3,Fase 8 (Universitários),,,,,,,,
2023-01-01,RA-461,FASE 2,2P,,,,Feminino,2018,Pública,Ametista,Ametista,Quartzo,5.451,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,7.3,7.9,3.77,,7.4,,,,,,8.616666667,5.0,,-1,,,,2023,7.2379,Ametista,Aluno-461,12/30/2010,12,,,8.541666667,5.7,9.0,,Fase 3 (7° e 8° ano),,,,,,,,
2023-01-01,RA-462,FASE 3,3P,,,,Feminino,2022,Pública,,,Ágata,6.626,,,,4.0,Avaliador-32,,Avaliador-6,,Avaliador-34,,Avaliador-8,,10.0,8.1,5.0,,2.7,,,,,,6.5825,5.0,,-2,,,,2023,6.2267,Agata,Aluno-462,2008-03-05 00:00:00,1900-01-15 00:00:00,,,7.5,4.0,2.8,1.3,Fase 5 (1° EM),,,,,,,,
2023-01-01,RA-463,FASE 3,3K,,,,Feminino,2020,Pública,Quartzo,Quartzo,Ágata,6.41,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,9.2,5.4,2.52,,4.0,,,,,,7.795,10.0,,0,,,,2023,6.382383333,Agata,Aluno-463,5/26/2010,13,,,7.8125,6.3,4.3,1.3,Fase 3 (7° e 8° ano),,,,,,,,
2023-01-01,RA-464,FASE 3,3K,,,,Feminino,2022,Pública,,,Ágata,6.745,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,9.2,7.7,2.52,,3.0,,,,,,7.38,5.0,,-1,,,,2023,6.081675,Agata,Aluno-464,2009-12-09 00:00:00,1900-01-14 00:00:00,,,7.96875,4.8,3.7,0.5,Fase 4 (9° ano),,,,,,,,
